,Speceis Name,optimal temperature,optimal pH,optimal salt concentration
2624,Streptomyces erythrogriseus,28.0,None,None
2625,Streptomyces durhamensis,28.0,None,None
2626,Streptomyces djakartensis,28.0,None,None
2627,Streptomyces diastatochromogenes,28.0,None,None
2628,Streptomyces diastaticus subsp. diastaticus,30.0,None,None
2629,Streptomyces daghestanicus,28.0,None,None
2630,Streptomyces cyaneofuscatus,28.0,None,None
2631,Streptomyces curacoi,30.0,None,None
2632,Streptomyces cremeus,28.0,None,None
2633,Streptomyces corchorusii,28.0,None,None
2634,Streptomyces collinus,28.0,None,None
2635,Streptomyces coerulescens,28.0,None,None
2636,Streptomyces coeruleorubidus,28.0,None,None
2637,Streptomyces coeruleofuscus,28.0,None,None
2638,Streptomyces coelescens,28.0,None,None
2639,Streptomyces clavifer,28.0,None,None
2640,Streptomyces hiroshimensis,28.0,None,None
2641,Streptomyces helvaticus,28.0,None,None
2642,Streptomyces hawaiiensis,28.0,None,None
2643,Streptomyces griseostramineus,28.0,None,None
2644,Streptomyces griseosporeus,28.0,None,None
2645,Streptomyces griseorubiginosus,28.0,None,None
2646,Streptomyces griseoruber,28.0,None,None
2647,Streptomyces griseorubens,28.0,None,None
2648,Streptacidiphilus griseoplanus,28.0,None,None
2649,Streptomyces griseomycini,28.0,None,None
2650,Streptomyces griseoluteus,28.0,None,None
2651,Streptomyces griseoloalbus,28.0,None,None
2652,Streptomyces griseoincarnatus,28.0,None,None
2653,Streptomyces griseofuscus,28.0,None,None
2654,Streptomyces griseoflavus,28.0,None,None
2655,Streptomyces griseochromogenes,28.0,None,None
2656,Streptomyces griseocarneus,28.0,None,None
2657,Streptomyces griseoaurantiacus,30.0,None,None
2658,Streptomyces gougerotii,30.0,None,None
2659,Streptomyces goshikiensis,28.0,None,None
2660,Streptomyces glomeroaurantiacus,28.0,None,None
2661,Streptomyces globosus,28.0,None,None
2662,Streptomyces glaucescens,28.0,None,None
2663,Streptomyces viridosporus,28.0,None,None
2664,Streptomyces geysiriensis,28.0,None,None
2665,Streptomyces gelaticus,28.0,None,None
2666,Streptomyces gardneri,28.0,None,None
2667,Streptomyces gancidicus,28.0,None,None
2668,Streptomyces galbus,28.0,None,None
2669,Streptomyces fumigatiscleroticus,28.0,7.5,0.0
2670,Streptomyces fumanus,28.0,None,None
2671,Streptomyces fragilis,28.0,None,None
2672,Streptomyces massasporeus,28.0,None,None
2673,Streptomyces malachitofuscus,28.0,None,None
2674,Streptomyces lydicus,28.0,None,None
2675,Streptomyces luridus,28.0,None,None
2676,Streptomyces lucensis,28.0,None,None
2677,Streptomyces longispororuber,30.0,None,None
2678,Streptomyces longisporoflavus,28.0,None,None
2679,Streptomyces lavendofoliae,28.0,None,None
2680,Streptomyces lateritius,28.0,None,None
2681,Streptomyces kurssanovii,28.0,None,None
2682,Streptomyces kanamyceticus,28.0,None,None
2683,Streptomyces ipomoeae,28.0,None,None
2684,Streptomyces intermedius,30.0,None,None
2685,Streptomyces indiaensis,28.0,None,None
2686,Streptomyces iakyrus,28.0,None,None
2687,Streptomyces hydrogenans,30.0,None,None
2688,Streptomyces humidus,28.0,None,None
2689,Streptomyces purpurascens,30.0,None,None
2690,Kitasatospora purpeofusca,28.0,None,None
2691,Streptomyces pseudoechinosporeus,28.0,None,None
2692,Kitasatospora psammotica,28.0,None,None
2693,Streptomyces prunicolor,28.0,None,None
2694,Streptomyces prasinosporus,28.0,None,None
2695,Streptomyces poonensis,28.0,None,None
2696,Streptomyces parvulus,30.0,None,None
2697,Streptomyces pactum,28.0,None,None
2698,Streptomyces olivochromogenes,28.0,None,None
2699,Streptomyces olivaceus,30.0,None,None
2700,Streptomyces olivaceoviridis,28.0,None,None
2701,Streptomyces olivaceiscleroticus,28.0,None,None
2702,Streptomyces novaecaesareae,28.0,None,None
2703,Streptomyces nogalater,28.0,None,None
2704,Streptomyces nodosus,28.0,None,None
2705,Streptomyces noboritoensis,28.0,None,None
2706,Streptomyces niveoruber,28.0,None,None
2707,Streptomyces nitrosporeus,30.0,None,None
2708,Streptomyces narbonensis,30.0,None,None
2709,Streptomyces murinus,30.0,None,None
2710,Kitasatospora misakiensis,28.0,None,None
2711,Streptomyces minutiscleroticus,30.0,None,None
2712,Streptomyces showdoensis,28.0,None,None
2713,Streptomyces scabiei,28.0,None,None
2714,Streptomyces rubiginosus,30.0,None,None
2715,Streptomyces rubiginosohelvolus,28.0,None,None
2716,Streptomyces rochei,30.0,None,None
2717,Streptomyces rishiriensis,28.0,None,None
2718,Streptomyces ramulosus,28.0,None,None
2719,Streptomyces purpureus,28.0,None,None
2720,Streptomyces violaceusniger,28.0,None,None
2721,Streptomyces violaceolatus,28.0,None,None
2722,Streptomyces violaceochromogenes,28.0,None,None
2723,Streptomyces vinaceus,28.0,None,None
2724,Streptomyces venezuelae,30.0,None,None
2725,Streptomyces tubercidicus,28.0,None,None
2726,Streptomyces torulosus,28.0,None,None
2727,Streptomyces thermovulgaris,40.0,None,None
2728,Streptomyces thermoviolaceus subsp. thermoviolaceus,28.0,None,None
2729,Streptomyces tendae,30.0,None,None
2730,Streptomyces tauricus,28.0,None,None
2731,Streptomyces tanashiensis,26.0,None,None
2732,Streptomyces sulphureus,28.0,None,None
2733,Streptomyces spectabilis,30.0,None,None
2734,Streptomyces heilongjiangensis,30.0,7.0,None
2735,Streptomyces nanshensis,23.5,7.0,3.5
2736,Streptomyces virens,28.0,None,None
2737,Streptomyces variegatus,28.0,None,None
2738,Streptomyces sporoverrucosus,28.0,None,None
2739,Streptomyces spororaveus,28.0,None,None
2740,Streptomyces rectiviolaceus,28.0,None,None
2741,Streptomyces levis,28.0,None,None
2742,Streptomyces glomeratus,28.0,None,None
2743,Streptomyces enissocaesilis,28.0,None,None
2744,Streptomyces asterosporus,28.0,None,None
2745,Streptomyces caniferus,28.0,None,None
2746,Streptomyces thermolineatus,28.0,None,None
2747,Streptomyces megasporus,28.0,None,None
2748,Streptomyces macrosporus,45.0,None,None
2749,Streptomyces inusitatus,28.0,None,None
2750,Streptomyces lomondensis,28.0,None,None
2751,Streptomyces decoyicus,28.0,None,None
2752,Streptomyces anthocyanicus,28.0,None,None
2753,Streptomyces crystallinus,28.0,None,None
2754,Streptomyces glaucus,28.0,None,None
2755,Streptomyces thioluteus,28.0,None,None
2756,Streptomyces orinoci,28.0,None,None
2757,Streptomyces olivoverticillatus,28.0,None,None
2758,Streptomyces mobaraensis,28.0,None,None
2759,Streptomyces eurocidicus,28.0,None,None
2760,Streptomyces ardus,28.0,None,None
2761,Streptomyces luteosporeus,37.0,None,None
2762,Streptomyces zaomyceticus,30.0,None,None
2763,Streptomyces yerevanensis,28.0,None,None
2764,Streptomyces xanthochromogenes,28.0,None,None
2765,Streptomyces viridodiastaticus,28.0,None,None
2766,Streptomyces viridiviolaceus,28.0,None,None
2767,Streptomyces violens,28.0,None,None
2768,Streptomyces ruber,28.0,None,None
2769,Streptomyces morookaense,28.0,None,None
2770,Streptomyces tuirus,28.0,None,None
2771,Streptomyces avermitilis,28.0,None,None
2772,Streptomyces spiralis,28.0,None,None
2773,Streptomyces flavovariabilis,28.0,None,None
2774,Streptomyces violaceorubidus,28.0,None,None
2775,Streptomyces rubrogriseus,28.0,None,None
2776,Streptomyces lienomycini,28.0,None,None
2777,Streptomyces graminearus,28.0,None,None
2778,Streptomyces coeruleoprunus,28.0,None,None
2779,Streptomyces coelicoflavus,28.0,None,None
2780,Kitasatospora cinereorecta,28.0,None,None
2781,Streptomyces carpaticus,28.0,None,None
2782,Streptomyces atrovirens,28.0,None,None
2783,Streptomyces viridobrunneus,28.0,None,None
2784,Streptomyces sodiiphilus,28.0,8.0,3.0
2785,Streptomyces hebeiensis,28.0,None,5.5
2786,Streptomyces ferralitis,28.0,None,None
2787,Streptomyces speibonae,28.0,None,None
2788,Streptomyces africanus,28.0,None,None
2789,Streptomyces malachitospinus,28.0,None,None
2790,Streptomyces mexicanus,28.0,None,None
2791,Streptomyces stramineus,28.0,None,None
2792,Streptomyces bungoensis,28.0,None,None
2793,Streptomyces cangkringensis,28.0,None,None
2794,Streptomyces asiaticus,28.0,None,None
2795,Kitasatospora setae,28.0,None,None
2796,Kitasatospora phosalacinea,28.0,None,None
2797,Streptomyces thermocarboxydovorans,45.0,None,None
2798,Streptomyces thermocarboxydus,45.0,None,None
2799,Streptomyces sannanensis,28.0,None,None
2800,Streptomyces tricolor,28.0,None,None
2801,Streptomyces gobitricini,28.0,None,None
2802,Streptomyces echinoruber,28.0,None,None
2803,Streptomyces capillispiralis,28.0,None,None
2804,Streptomyces mutomycini,28.0,None,None
2805,Streptomyces heliomycini,28.0,None,None
2806,Streptomyces glaucosporus,45.0,None,None
2807,Streptomyces vitaminophilus,28.0,None,None
2808,Streptomyces rameus,28.0,None,None
2809,Streptomyces laurentii,26.0,None,None
2810,Streptomyces angustmyceticus,28.0,None,None
2811,Streptomyces kunmingensis,28.0,None,None
2812,Streptomyces sulfonofaciens,28.0,None,None
2813,Streptomyces longwoodensis,28.0,None,None
2814,Streptomyces wedmorensis,28.0,None,None
2815,Streptomyces albospinus,28.0,None,None
2816,Streptomyces atratus,28.0,None,None
2817,Streptomyces pulveraceus,28.0,None,None
2818,Streptomyces nojiriensis,28.0,None,None
2819,Streptomyces cinerochromogenes,28.0,None,None
2820,Streptomyces spinoverrucosus,28.0,None,None
2821,Streptomyces aculeolatus,28.0,None,None
2822,Streptomyces mauvecolor,28.0,None,None
2823,Streptomyces fulvorobeus,28.0,None,None
2824,Streptomyces cinereospinus,28.0,None,None
2825,Streptomyces carpinensis,28.0,None,None
2826,Streptomyces abyssalis,32.5,7.0,1.5
2827,Streptomyces nanhaiensis,32.5,7.5,3.0
2828,Streptomyces gramineus,28.0,None,None
2829,Streptomyces qinglanensis,28.0,7.0,2.0
2830,Streptomyces youssoufiensis,35.0,7.5,None
2831,Streptomyces coacervatus,23.5,7.5,None
2832,Yinghuangia aomiensis,28.0,None,None
2833,Streptomyces caeruleatus,28.0,None,None
2834,Streptomyces tateyamensis,28.0,7.0,4.5
2835,Streptomyces marinus,28.0,7.5,4.5
2836,Streptomyces haliclonae,28.0,7.0,4.5
2837,Streptomyces iranensis,28.0,7.5,1.25
2838,Streptomyces wellingtoniae,28.0,None,None
2839,Streptomyces milbemycinicus,28.0,None,None
2840,Streptomyces ascomycinicus,28.0,None,None
2841,Streptomyces aldersoniae,28.0,None,None
2842,Streptomyces artemisiae,28.0,7.5,None
2843,Streptomyces thinghirensis,28.0,7.5,None
2844,Streptomyces xinghaiensis,28.0,7.5,2.5
2845,Streptomyces marokkonensis,28.0,None,None
2846,Streptomyces silaceus,28.0,None,None
2847,Streptomyces atriruber,28.0,None,None
2848,Streptomyces avicenniae,28.0,None,None
2849,Streptomyces hypolithicus,28.0,None,3.0
2850,Streptomyces axinellae,30.0,None,1.25
2851,Streptomyces sedi,28.0,7.5,2.5
2852,Streptomyces plumbiresistens,27.5,8.5,6.0
2853,Streptomyces xiamenensis,28.0,None,2.5
2854,Streptomyces alni,27.5,7.0,None
2855,Streptomyces specialis,28.0,7.0,None
2856,Streptomyces nigrescens,28.0,None,None
2857,Streptomyces rapamycinicus,28.0,None,None
2858,Streptomyces synnematoformans,23.5,8.0,3.5
2859,Streptomyces radiopugnans,35.0,8.0,None
2860,Streptomyces yanglinensis,33.5,6.2,None
2861,Streptomyces rubidus,33.5,6.2,None
2862,Streptomyces paucisporeus,33.5,6.5,None
2863,Streptomyces guanduensis,33.5,6.5,None
2864,Streptomyces bangladeshensis,35.0,8.0,2.0
2865,Streptomyces prasinopilosus,27.5,7.5,2.5
2866,Streptomyces polyantibioticus,28.0,None,None
2867,Streptomyces lunalinharesii,28.0,None,None
2868,Streptomyces yeochonensis,31.0,5.8,None
2869,Streptomyces glauciniger,22.5,7.5,2.5
2870,Streptomyces jietaisiensis,25.0,7.5,6.0
2871,Streptomyces cheonanensis,29.0,7.2,3.5
2872,Streptomyces durmitorensis,30.0,None,4.5
2873,Streptomyces yanii,28.0,None,None
2874,Streptomyces drozdowiczii,28.0,None,None
2875,Streptosporangium vulgare,30.0,None,None
2876,Streptosporangium violaceochromogenes,30.0,None,None
2877,Streptosporangium roseum,30.0,None,None
2878,Streptosporangium pseudovulgare,30.0,None,None
2879,Streptosporangium longisporum,30.0,None,None
2880,Streptosporangium album,30.0,None,None
2881,Planotetraspora phitsanulokensis,27.5,7.0,0.5
2882,Planotetraspora kaengkrachanensis,27.5,7.0,0.75
2883,Planotetraspora thailandica,27.5,None,None
2884,Planotetraspora silvatica,28.0,None,None
2885,Planomonospora sphaerica,28.0,None,None
2886,Planomonospora alba,28.0,None,None
2887,Planomonospora venezuelensis,30.0,None,None
2888,Planomonospora parontospora subsp. parontospora,30.0,None,None
2889,Planobispora rosea,30.0,None,None
2890,Planobispora longispora,30.0,None,None
2891,Nonomuraea jabiensis,28.0,7.0,1.0
2892,Nonomuraea soli,28.0,7.0,None
2893,Nonomuraea jiangxiensis,30.0,6.0,None
2894,Nonomuraea rosea,28.0,None,None
2895,Nonomuraea antimicrobica,28.0,7.0,None
2896,Nonomuraea coxensis,30.0,7.0,2.5
2897,Nonomuraea bangladeshensis,28.0,7.0,2.5
2898,Nonomuraea kuesteri,28.0,None,None
2899,Nonomuraea longicatena,28.0,None,None
2900,Nonomuraea dietziae,30.0,None,None
2901,Nonomuraea roseoviolacea subsp. roseoviolacea,37.0,None,None
2902,Nonomuraea solani,28.0,7.0,None
2903,Nonomuraea roseoviolacea subsp. carminata,30.0,None,None
2904,Nonomuraea recticatena,28.0,None,None
2905,Nonomuraea turkmeniaca,28.0,None,None
2906,Nonomuraea polychroma,28.0,None,None
2907,Nonomuraea africana,30.0,None,None
2908,Nonomuraea angiospora,37.0,None,None
2909,Nonomuraea spiralis,30.0,None,None
2910,Nonomuraea salmonea,30.0,None,None
2911,Nonomuraea rubra,30.0,None,None
2912,Nonomuraea roseola,30.0,None,None
2913,Nonomuraea helvata,28.0,None,None
2914,Nonomuraea ferruginea,28.0,None,None
2915,Nonomuraea fastidiosa,28.0,None,None
2916,Microtetraspora fusca,28.0,None,None
2917,Microtetraspora niveoalba,28.0,None,None
2918,Sphaerimonospora mesophila,38.0,None,None
2919,Microbispora rosea subsp. rosea,30.0,None,None
2920,Herbidospora cretacea,28.0,None,None
2921,Acrocarpospora corrugata,30.0,None,None
2922,Streptomyces endophyticus,24.0,7.0,5.0
2923,Streptomyces xishensis,32.5,7.0,1.5
2924,Streptomyces glycovorans,32.5,7.0,1.5
2925,Fervidicola ferrireducens,70.0,7.0,None
2926,Syntrophomonas zehnderi,31.0,7.0,None
2927,Syntrophomonas palmitatica,37.0,7.0,None
2928,Syntrophomonas erecta,38.5,7.8,None
2929,Syntrophomonas curvata,36.0,7.5,0.25
2930,Desulfosoma caldarium,57.0,6.8,25.0
2931,Syntrophobacterium sulfatireducens,34.0,7.3,0.29
2932,Succinatimonas hippei,37.5,None,None
2933,Thermocatellispora tengchongensis,47.5,7.0,None
2934,Thermopolyspora flexuosa,28.0,None,None
2935,Sphaerisporangium album,28.0,None,1.0
2936,Sphaerisporangium flaviroseum,28.0,7.0,1.0
2937,Sphaerisporangium viridialbum,30.0,None,None
2938,Streptosporangium canum,28.0,7.2,None
2939,Streptosporangium purpuratum,28.0,7.2,None
2940,Streptosporangium yunnanense,28.0,7.2,None
2941,Streptosporangium amethystogenes subsp. amethystogenes,30.0,None,None
2942,Streptosporangium nondiastaticum,30.0,None,None
2943,Streptosporangium fragile,30.0,None,None
2944,Tepidanaerobacter syntrophicus,47.5,7.0,None
2945,Caldanaerobacter uzonensis,69.0,6.8,0.5
2946,Ammonifex thiophilus,75.0,6.9,None
2947,Desmospora activa,40.0,None,None
2948,Planifilum fimeticola,59.0,None,None
2949,Planifilum fulgidum,62.5,None,None
2950,Laceyella sediminis,55.0,7.0,None
2951,Thermus composti,67.5,7.0,None
2952,Thermus islandicus,65.0,6.5,None
2953,Meiothermus hypogaeus,50.0,7.6,0.15
2954,Thermosulfurimonas dismutans,74.0,7.0,None
2955,Caldimicrobium rimae,75.0,7.1,None
2956,Thermodesulfatator atlanticus,67.5,7.0,2.5
2957,Thermodesulfatator indicus,70.0,6.25,2.5
2958,Caldanaerobius fijiensis,61.5,6.8,None
2959,Desulfovirgula thermocuniculi,70.5,7.0,None
2960,Thermoanaerobacter pseudethanolicus,65.0,None,None
2961,Thermoanaerobacter uzonensis,61.0,7.1,None
2962,Thermoanaerobacter sulfurigignens,65.0,5.8,None
2963,Moorella humiferrea,65.0,6.9,None
2964,Carboxydothermus pertinax,65.0,6.25,None
2965,Carboxydothermus siderophilus,65.0,6.85,None
2966,Actinomadura flavalba,28.0,7.0,None
2967,Actinomadura keratinilytica,28.0,7.5,None
2968,Actinomadura alba,28.0,7.5,None
2969,Actinomadura rudentiformis,28.0,None,None
2970,Actinomadura napierensis,28.0,None,None
2971,Actinomadura meyerae,28.0,None,None
2972,Actinomadura namibiensis,28.0,None,None
2973,Actinomadura fibrosa,30.0,None,None
2974,Actinomadura hibisca,30.0,None,None
2975,Actinomadura rugatobispora,28.0,None,None
2976,Thermomonospora umbrina,28.0,None,None
2977,Actinomadura oligospora,28.0,None,None
2978,Actinomadura rifamycini,28.0,None,None
2979,Actinomadura vinacea,37.0,None,None
2980,Actinomadura formosensis,37.0,None,None
2981,Thermomonospora echinospora,37.0,None,None
2982,Actinomadura verrucosospora,28.0,None,None
2983,Actinomadura pelletieri,28.0,None,None
2984,Actinomadura madurae,37.0,None,None
2985,Actinomadura macra,28.0,None,None
2986,Actinomadura luteofluorescens,28.0,None,None
2987,Actinomadura livida,28.0,None,None
2988,Actinomadura kijaniata,28.0,None,None
2989,Actinomadura fulvescens,37.0,None,None
2990,Actinomadura cremea subsp. cremea,28.0,None,None
2991,Actinomadura coerulea,28.0,None,None
2992,Actinomadura citrea,28.0,None,None
2993,Actinomadura atramentaria,28.0,None,None
2994,Thermostaphylospora chromogena,50.0,None,None
2995,Spirillospora albida,30.0,None,None
2996,Actinocorallia cavernae,27.5,None,None
2997,Actinocorallia aurantiaca,28.0,None,None
2998,Caldanaerovirga acetigignens,61.0,8.4,None
2999,Thiothrix lacustris,24.0,7.0,None
3000,Thiothrix caldifontis,25.0,8.0,None
3001,Defluviitoga tunisiensis,55.0,6.9,0.5
3002,Kosmotoga shengliensis,65.0,7.0,1.5
3003,Kosmotoga olearia,65.0,6.8,2.75
3004,Thermotoga petrophila,80.0,7.0,1.0
3005,Thermosipho atlanticus,60.0,6.0,3.0
3006,Petrotoga halophila,55.0,6.5,2.0
3007,Petrotoga mexicana,55.0,6.6,0.15
3008,Marinitoga litoralis,60.0,6.0,2.6
3009,Marinitoga okinawensis,57.5,5.64,3.25
3010,Marinitoga hydrogenitolerans,60.0,6.0,None
3011,Fervidobacterium changbaicum,77.5,7.5,None
3012,Fervidobacterium nodosum,70.0,7.0,None
3013,Actinoallomurus oryzae,35.5,7.0,2.5
3014,Actinoallomurus acaciae,29.0,6.5,None
3015,Actinoallomurus yoronensis,26.0,5.5,0.5
3016,Actinoallomurus purpureus,22.5,6.0,2.5
3017,Actinoallomurus luridus,32.5,6.0,1.0
3018,Actinoallomurus iriomotensis,28.5,6.0,1.0
3019,Actinoallomurus coprocola,28.5,6.0,1.5
3020,Actinoallomurus amamiensis,28.5,5.5,1.0
3021,Actinoallomurus spadix,28.0,None,None
3022,Actinomadura geliboluensis,30.0,7.0,None
3023,Actinomadura rupiterrae,39.5,7.0,None
3024,Actinomadura scrupuli,25.0,7.0,None
3025,Veillonella magna,35.0,7.0,None
3026,Thermosinus carboxydivorans,60.0,6.9,None
3027,Selenomonas bovis,39.0,7.1,None
3028,Propionispora hippei,37.0,6.8,None
3029,Pectinatus brassicae,28.0,6.5,1.0
3030,Pectinatus haikarae,25.0,7.0,None
3031,Megasphaera sueciensis,30.0,7.0,None
3032,Megasphaera paucivorans,30.0,7.0,None
3033,Megamonas rupellensis,37.0,7.0,None
3034,Dialister succinatiphilus,37.0,7.0,None
3035,Tsukamurella soli,30.0,7.0,1.5
3036,Tsukamurella pseudospumae,28.0,None,None
3037,Vibrio gallicus,22.5,None,None
3038,Vibrio hispanicus,22.0,None,5.0
3039,Vibrio sinaloensis,37.0,7.0,4.675
3040,Salinivibrio siamensis,37.0,8.0,9.5
3041,Salinivibrio proteolyticus,33.5,8.25,5.0
3042,Photobacterium aquimaris,17.5,None,2.2
3043,Photobacterium lutimaris,27.5,8.0,2.5
3044,Photobacterium ganghwense,35.0,8.5,2.0
3045,Photobacterium frigidiphilum,14.0,6.0,1.5
3046,Photobacterium halotolerans,28.0,7.0,1.5
3047,Enterovibrio nigricans,21.5,None,3.45
3048,Enterovibrio coralii,25.0,None,4.0
3049,Persicirhabdus sediminis,25.0,None,None
3050,Sporolituus thermophilus,55.0,7.0,None
3051,Williamsia limnetica,28.0,None,None
3052,Williamsia faeni,28.0,7.0,None
3053,Williamsia serinedens,26.0,None,None
3054,Williamsia marianensis,28.0,7.0,6.0
3055,Williamsia deligens,28.0,7.0,None
3056,Williamsia maris,28.0,None,None
3057,Williamsia muralis,28.0,None,None
3058,Vibrio alfacsensis,33.5,8.0,3.75
3059,Vibrio xiamenensis,33.5,7.25,3.0
3060,Vibrio caribbeanicus,28.0,7.0,1.5
3061,Vibrio atypicus,20.0,8.5,2.0
3062,Vibrio casei,30.0,7.2,6.0
3063,Vibrio owensii,26.0,None,3.75
3064,Vibrio azureus,23.5,None,3.25
3065,Vibrio breoganii,18.5,None,3.75
3066,Vibrio areninigrae,30.0,7.5,4.25
3067,Vibrio inusitatus,17.0,None,3.5
3068,Vibrio comitans,17.0,None,3.5
3069,Vibrio porteresiae,28.0,7.0,1.5
3070,Vibrio rhizosphaerae,27.5,7.0,2.0
3071,Vibrio gigantis,4.0,None,4.0
3072,Vibrio litoralis,27.5,6.9,3.0
3073,Lysobacter xinjiangensis,37.0,8.0,1.0
3074,Lysobacter soli,30.0,7.2,None
3075,Luteimonas panaciterrae,30.0,6.75,None
3076,Lysobacter ximonensis,23.5,7.5,0.5
3077,Lysobacter oryzae,28.0,7.5,None
3078,Lysobacter capsici,28.0,7.25,None
3079,Lysobacter spongiicola,26.5,7.5,None
3080,Lysobacter koreensis,30.0,7.4,None
3081,Lysobacter defluvii,29.5,None,3.0
3082,Lysobacter niastensis,28.0,7.0,0.5
3083,Lysobacter niabensis,28.0,6.5,0.5
3084,Lysobacter dokdonensis,30.0,7.0,0.25
3085,Lysobacter yangpyeongensis,35.0,7.5,None
3086,Lysobacter daejeonensis,28.0,7.0,1.5
3087,Lysobacter concretionis,27.5,7.15,None
3088,Luteimonas terricola,12.5,7.0,1.5
3089,Luteimonas marina,30.0,8.0,0.5
3090,Luteimonas aquatica,25.0,7.0,None
3091,Luteimonas composti,30.0,7.0,0.25
3092,Luteibacter anthropi,28.0,7.0,None
3093,Luteibacter rhizovicinus,17.5,7.5,1.5
3094,Frateuria terrea,33.0,7.25,None
3095,Dyella thiooxydans,30.0,7.0,1.5
3096,Dyella terrae,29.0,6.5,0.5
3097,Dyella soli,29.0,6.5,0.5
3098,Dyella marensis,33.5,7.6,1.0
3099,Dyella ginsengisoli,28.5,6.75,1.0
3100,Dyella koreensis,30.0,7.15,None
3101,Dyella japonica,27.5,6.85,None
3102,Dokdonella soli,30.0,6.5,None
3103,Dokdonella ginsengisoli,30.0,6.75,None
3104,Dokdonella koreensis,30.0,6.5,None
3105,Arenimonas daejeonensis,30.0,7.0,None
3106,Arenimonas oryziterrae,28.0,7.5,None
3107,Arenimonas malthae,30.0,None,None
3108,Arenimonas composti,30.0,7.0,None
3109,Arenimonas donghaensis,28.0,8.0,1.5
3110,Aquimonas voraii,33.5,8.5,None
